tipo_concesion,titular,titulo,uso,autoridad_emisora,fecha,volumen_aguas_nacionales_m3_anio_limpio,volumen_m3_anio_original_limpio,anexos_descarga,volumen_m3_dia_limpio,volumen_m3_anio_limpio,tiene_coordenadas,coordenadas_matches,latitud_decimal,longitud_decimal,lat_grados,lat_minutos,lat_segundos,lat_hemisferio,lon_grados,lon_minutos,lon_segundos,lon_hemisferio,estado_descarga,municipio_descarga,region_hidrologica,cuenca,cuerpo_receptor,descarga_afluente,procedencia,forma_descargar,tipo_descarga,numero_descarga,record_key
descarga_aguas_residuales,Home Depot Mexico  S. De R.L. De C.V.,08JAL162277/12EQDA25,Servicios,Dirección De Administración Del Agua En El Organismo De Cuenca Lerma Santiago Pacífico,2025-04-21T00:00:00Z,0.0,0.0,1,10.68,3898.2,si,1,20.568527777777778,-103.46005555555556,20,34,6.7,N,103,27,36.2,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,SUELO,NULL,BAÑOS Y VESTIDORES COMEDOR LIMPIEZA,PERMANENTE,,1,registro::08JAL162277/12EQDA25
descarga_aguas_residuales,Inercom Asesoria Industrial Sa De Cv,859856,Industrial,Organismo De Cuenca Lerma Santiago Pacifico,2024-07-15T00:00:00Z,0.0,0.0,1,0,0,si,1,20.49583638888889,-103.56825055555555,20,29,45.011,N,103,34,5.702,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,222,SUELO,,,,,1,registro::859856
descarga_aguas_residuales,Costco De Mexico  S.A. De C.V.,860747,Servicios,Organismo De Cuenca Lerma Santiago Pacifico,2024-06-13T00:00:00Z,0.0,0.0,1,0,0,si,1,20.578620833333332,-103.45029805555556,20,34,43.035,N,103,27,1.073,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,206,SUELO,,,,,1,registro::860747
descarga_aguas_residuales,Tierra Y Armonia S.A. De C.V.,859074,Servicios,Organismo De Cuenca Lerma Santiago Pacifico,2024-03-20T00:00:00Z,0.0,0.0,1,0,0,si,1,20.487390833333333,-103.2549175,20,29,14.607,N,103,15,17.703,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,206,RIO,,,,,1,registro::859074
descarga_aguas_residuales,Mf Grupo Empresarial  S.A. De C.V.,850633,Servicios,Organismo De Cuenca Lerma Santiago Pacifico,2022-11-16T00:00:00Z,0.0,0.0,1,0,0,si,1,20.49768527777778,-103.27536722222221,20,29,51.667,N,103,16,31.322,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,206,SUELO,,,,,1,registro::850633
descarga_aguas_residuales,Espaco Comcenters S.A. De C.V.,843113,Servicios,Organismo De Cuenca Lerma Santiago Pacifico,2022-09-14T00:00:00Z,0.0,0.0,2,0,0,si,2,20.489594722222222,-103.50801805555555,20,29,22.541,N,103,30,28.865,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,222,SUELO,,,,,1,registro::843113
descarga_aguas_residuales,Nueva Wal-mart De Mexico S. De R.L. De C.V.,842926,Servicios,Organismo De Cuenca Lerma Santiago Pacifico,2022-08-16T00:00:00Z,0.0,0.0,1,0,0,si,1,20.586235555555554,-103.44243833333334,20,35,10.448,N,103,26,32.778,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,206,SUELO,,,,,1,registro::842926
descarga_aguas_residuales,Prologis Property Mexico  S.A. De C.V.,847412,Servicios,Organismo De Cuenca Lerma Santiago Pacifico,2022-11-07T00:00:00Z,0.0,0.0,1,0,0,si,1,20.433141111111112,-103.24200055555556,20,25,59.308,N,103,14,31.202,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,206,SUELO,,,,,1,registro::847412
descarga_aguas_residuales,Empresa Innovadora De Productos Mexicanos S.A. De C.V.,845793,Industrial,Organismo De Cuenca Lerma Santiago Pacifico,2022-03-30T00:00:00Z,0.0,0.0,1,0,0,si,1,20.433166111111113,-103.24911305555555,20,25,59.398,N,103,14,56.807,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,206,SUELO,,,,,1,registro::845793
descarga_aguas_residuales,Costco De Mexico S.A De C.V,844841,Servicios,Organismo De Cuenca Lerma Santiago Pacifico,2022-02-15T00:00:00Z,0.0,0.0,1,0,0,si,1,20.578893333333333,-103.45026361111111,20,34,44.016,N,103,27,0.949,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,206,SUELO,,,,,1,registro::844841
descarga_aguas_residuales,Cepillos El Castor,843345,Industrial,Organismo De Cuenca Lerma Santiago Pacifico,2021-06-12T00:00:00Z,0.0,0.0,1,0,0,si,1,20.465039166666667,-103.50233194444445,20,27,54.141,N,103,30,8.395,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,222,RIO,,,,,1,registro::843345
descarga_aguas_residuales,Dal Sur Sa De Cv,839478,Servicios,Organismo De Cuenca Lerma Santiago Pacifico,2021-06-07T00:00:00Z,0.0,0.0,1,0,0,si,1,20.461301111111112,-103.51481111111111,20,27,40.684,N,103,30,53.32,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,222,RIO,,,,,1,registro::839478
descarga_aguas_residuales,Proyectos Inmobiliarios De Culiacan  S.A. De C.V.,810700,Servicios,Organismo De Cuenca Lerma Santiago Pacifico,2021-07-03T00:00:00Z,0.0,0.0,1,0,0,si,1,20.56111361111111,-103.48790083333333,20,33,40.009,N,103,29,16.443,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,206,RIO,,,,,1,registro::810700
descarga_aguas_residuales,Sello Rojo Del Norte S.A. De C.V.,835749,Industrial,Organismo De Cuenca Lerma Santiago Pacifico,2021-05-03T00:00:00Z,0.0,0.0,1,0,0,si,1,20.462500555555554,-103.24166611111112,20,27,45.002,N,103,14,29.998,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,206,RIO,,,,,1,registro::835749
descarga_aguas_residuales,Papeles Y Conversiones De Mexico Sa De Cv,825805,Industrial,Organismo De Cuenca Lerma Santiago Pacifico,2020-04-08T00:00:00Z,0.0,0.0,1,0,0,si,1,20.445153333333334,-103.47006166666667,20,26,42.552,N,103,28,12.222,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,222,RIO,,,,,1,registro::825805
descarga_aguas_residuales,Municipio De Tlajomulco De Zuñiga,822917,Publico Urbano,Organismo De Cuenca Lerma Santiago Pacifico,2020-04-06T00:00:00Z,0.0,0.0,1,0,0,si,1,20.556196944444444,-103.38663916666667,20,33,22.309,N,103,23,11.901,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,206,RIO,,,,,1,registro::822917
descarga_aguas_residuales,Pluvioso  S.A. De C.V.,811740,Servicios,Organismo De Cuenca Lerma Santiago Pacifico,2019-07-15T00:00:00Z,0.0,0.0,1,0,0,si,1,20.55355972222222,-103.46818777777779,20,33,12.815,N,103,28,5.476,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,206,SUELO,,,,,1,registro::811740
descarga_aguas_residuales,Grupo Collado  S.A. De C.V.,08JAL161464/12FMDA18,Industrial,Dirección De Administración Del Agua En El Organismo De Cuenca Lerma Santiago Pacífico,2019-01-15T00:00:00Z,0.0,0.0,1,2.5,912.5,si,1,20.436333333333334,-103.24547222222222,20,26,10.8,N,103,14,43.7,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,INFILTACION COMO RIEGO DE AREAS VERDES,INFILTRACION SUPERFICIAL,PROCESO INDUSTRIAL Y SERVICIOS,PERMANENTE,,1,registro::08JAL161464/12FMDA18
descarga_aguas_residuales,Nueva Walmart De Mexico S. De R.L. De C.V.,08JAL161108/12EMDA18,Servicios,Dirección De Administración Del Agua En El Organismo De Cuenca Lerma Santiago Pacífico,2018-08-28T00:00:00Z,0.0,0.0,1,109.77,40066.049999999996,si,1,20.495916666666666,-103.27241666666667,20,29,45.3,N,103,16,20.7,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,"INFILTRACION SUELO, RIEGO AREAS VERDES",INFILTRACION SUPERFICIAL,SERVICIOS SANITARIOS,PERMANENTE,,1,registro::08JAL161108/12EMDA18
descarga_aguas_residuales,Agropecuaria Los Cañones  S. De R.L. De C.V.,08JAL154619/12GMOC13,Pecuario,Dirección General Del Organismo De Cuenca Lerma Santiago Pacífico,2018-02-07T00:00:00Z,0.0,0.0,1,10.5,3832.5,si,1,20.44638888888889,-103.29638888888888,20,26,47.0,N,103,17,47.0,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,SUELO RIEGO AGRICOLA,INFILTRACION SUPERFICIAL,PORCICULTURA,INTERMITENTE,,1,registro::08JAL154619/12GMOC13
descarga_aguas_residuales,Productos Quimicos Avanzados S.A. De C.V.,08JAL159923/12FQDA17,Industrial,Dirección De Administración Del Agua En El Organismo De Cuenca Lerma Santiago Pacífico,2018-02-07T00:00:00Z,0.0,0.0,1,0.63,229.95,si,1,20.503722222222223,-103.27294444444445,20,30,13.4,N,103,16,22.6,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,INF. AL SUELO COMO RIEGO DE AREAS VERDES,INFILTRACION SUPERFICIAL,SANITARIOS Y SERVICIOS DE LIMPIEZA,PERMANENTE,,1,registro::08JAL159923/12FQDA17
descarga_aguas_residuales,Carlos Uruñuela Y Ladron De Guevara,08JAL160094/12ERDA17,Servicios,Dirección De Administración Del Agua En El Organismo De Cuenca Lerma Santiago Pacífico,2018-02-07T00:00:00Z,0.0,0.0,1,192,70080,si,1,20.533972222222225,-103.46766666666667,20,32,2.3,N,103,28,3.6,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,"CANAL PLUVIAL NATURAL S/N, AF. (VER ***)",RIO SANTIAGO,EFLUENTE DE P.T.A.R. DEL FRACC. RESIDENCIAL SAN AGUSTIN,PERMANENTE,,1,registro::08JAL160094/12ERDA17
descarga_aguas_residuales,Mantenimiento Quimico Industrial S.A. De C.V.,08JAL160449/12FMDA18,Industrial,Dirección De Administración Del Agua En El Organismo De Cuenca Lerma Santiago Pacífico,2018-01-06T00:00:00Z,0.0,0.0,1,15,5475,si,1,20.447777777777777,-103.42916666666667,20,26,52.0,N,103,25,45.0,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,INF. A SUELO COMO RIEGO DE AREAS VERDES,INFILTRACION SUPERFICIAL,PROCESO INDUSTRIAL Y SERVICIOS,PERMANENTE,,1,registro::08JAL160449/12FMDA18
descarga_aguas_residuales,Fijaciones Anticorrosivas S.A. De C.V.,08JAL160049/12FQDA17,Industrial,Dirección De Administración Del Agua En El Organismo De Cuenca Lerma Santiago Pacífico,2018-12-04T00:00:00Z,0.0,0.0,1,1.4,510.99999999999994,si,1,20.44425,-103.52119444444445,20,26,39.3,N,103,31,16.3,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,INFIL. AL SUELO VIA POZO DE ABSORCION,INFILTRACION SUPERFICIAL,PROCESO INDUSTRIAL Y SERVICIOS DE LA P.T.A.R.,INTERMITENTE,,1,registro::08JAL160049/12FQDA17
descarga_aguas_residuales,Ducoragro  S.A. De C.V.,08JAL159983/12FMDA17,Industrial,Dirección De Administración Del Agua En El Organismo De Cuenca Lerma Santiago Pacífico,2017-10-10T00:00:00Z,0.0,0.0,1,15,5475,si,1,20.481277777777777,-103.5393611111111,20,28,52.6,N,103,32,21.7,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,INF. SUP. COMO RIEGO DE AREAS VERDES,INFILTRACION SUPERFICIAL,SANITARIOS Y SERVICIOS,PERMANENTE,,1,registro::08JAL159983/12FMDA17
descarga_aguas_residuales,Envases Universales De Mexico S.A.P.I. De C.V.,JAL153540,Industrial,Organismo De Cuenca Lerma Santiago Pacifico,2017-10-10T00:00:00Z,0.0,0.0,1,0,0,si,1,20.49083361111111,-103.23566833333334,20,29,27.001,N,103,14,8.406,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,206,RIO,,,,,1,registro::JAL153540
descarga_aguas_residuales,Rotoplas S.A. De C.V.,08JAL157023/12EMDA17,Servicios,Dirección De Administración Del Agua En El Organismo De Cuenca Lerma Santiago Pacífico,2017-09-29T00:00:00Z,0.0,0.0,1,7.5,2737.5,si,1,20.456166666666665,-103.45361111111112,20,27,22.2,N,103,27,13.0,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,INFILTRACION SUPERFICIAL (** VER),INFILTRACION SUPERFICIAL,SANITARIOS Y SERVICIOS DE EMPLEADOS,PERMANENTE,,1,registro::08JAL157023/12EMDA17
descarga_aguas_residuales,Hrgm 1 S. De R.L. De C.V.,JAL156968,Servicios,Organismo De Cuenca Lerma Santiago Pacifico,2017-09-29T00:00:00Z,0.0,0.0,2,0,0,si,2,20.50463638888889,-103.28333611111111,20,30,16.691,N,103,17,0.01,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,206,,,,,,1,registro::JAL156968
descarga_aguas_residuales,Alimentos Finos De Occidente  S.A. De C.V.,08JAL156825/12FMDA17,Industrial,Dirección De Administración Del Agua En El Organismo De Cuenca Lerma Santiago Pacífico,2017-11-09T00:00:00Z,0.0,0.0,1,10.96,4000.4,si,1,20.492611111111113,-103.25991666666667,20,29,33.4,N,103,15,35.7,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,ARROYO SIN NOMBRE,RIO SANTIAGO,"SANITARIOS Y SERVICIOS DE COMEDOR,OFICINAS Y BAÑOS",INTERMITENTE,,1,registro::08JAL156825/12FMDA17
descarga_aguas_residuales,Tierra Y Armonia Construccion S.A. De C.V.,08JAL159924/12ERDA17,Servicios,Dirección De Administración Del Agua En El Organismo De Cuenca Lerma Santiago Pacífico,2017-11-09T00:00:00Z,0.0,0.0,1,1779.84,649641.6,si,1,20.487583333333333,-103.48441666666666,20,29,15.3,N,103,29,3.9,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,ARROYO SIN NOMBRE,RIO SANTIAGO,SERVICIOS,PERMANENTE,,1,registro::08JAL159924/12ERDA17
descarga_aguas_residuales,Proyectos Y Construcciones Los Cerezos  S.A. De C.V.,08JAL156826/12EMDA17,Servicios,Dirección De Administración Del Agua En El Organismo De Cuenca Lerma Santiago Pacífico,2017-08-09T00:00:00Z,0.0,0.0,1,282,102930,si,1,20.573694444444445,-103.49583333333334,20,34,25.3,N,103,29,45.0,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,"REPRESA SOBRE A.COLORADO, AF. R.SANTIAGO",RIO SANTIAGO,SANITARIOS Y SERVICIOS,PERMANENTE,,1,registro::08JAL156826/12EMDA17
descarga_aguas_residuales,P.H.I. Mexico S.A De C.V.,08JAL156879/12EMDA17,Servicios,Dirección De Administración Del Agua En El Organismo De Cuenca Lerma Santiago Pacífico,2017-08-09T00:00:00Z,0.0,0.0,1,1.85,675.25,si,1,20.430333333333333,-103.40205555555556,20,25,49.2,N,103,24,7.4,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,"I. AL SUBSUELO, PREDIO VASO DE LA LAGUNA",INFILTRACION SUPERFICIAL,"SANITARIOS Y SERVICIOS DE COMEDOR,OFICINAS Y BAÑOS",INTERMITENTE,,1,registro::08JAL156879/12EMDA17
descarga_aguas_residuales,Flextronics Technologies Mexico S De R.L. De C.V,08JAL154601/12FMDA16,Industrial,Dirección De Administración Del Agua En El Organismo De Cuenca Lerma Santiago Pacífico,2016-11-14T00:00:00Z,0.0,0.0,1,232.88,85001.2,si,1,20.578333333333333,-103.44305555555556,20,34,42.0,N,103,26,35.0,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,INFILTRACION COMO RIEGO DE AREAS VERDES,INFILTRACION SUPERFICIAL,SERVICIOS EN BAÑOS Y COCINA,PERMANENTE,,1,registro::08JAL154601/12FMDA16
descarga_aguas_residuales,Plasticos Irisagua  S.A. De C.V.,08JAL156212/12ERDA16,Servicios,Dirección De Administración Del Agua En El Organismo De Cuenca Lerma Santiago Pacífico,2016-11-14T00:00:00Z,0.0,0.0,6,34.06,12431.900000000001,si,6,20.460277777777776,-103.43555555555555,20,27,37.0,N,103,26,8.0,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,INFILTRACION SUP. RIEGO DE AREAS VERDES,NO APLICA,SANITARIOS Y SERVICIOS,PERMANENTE,,1,registro::08JAL156212/12ERDA16
descarga_aguas_residuales,Luis Guillermo Salcedo Villalobos,08JAL155941/12EMDA16,Servicios,Dirección De Administración Del Agua En El Organismo De Cuenca Lerma Santiago Pacífico,2016-08-02T00:00:00Z,0.0,0.0,1,187.5,68437.5,si,1,20.566972222222223,-103.49055555555556,20,34,1.1,N,103,29,26.0,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,ARROYO LA CULEBRA,RIO COLORADO,PTAR FRACCIONAMIENTO BOSQUE REAL,PERMANENTE,,1,registro::08JAL155941/12EMDA16
descarga_aguas_residuales,Casas Javer S.A. De C.V.,08JAL155718/12ERDA15,Servicios,Dirección De Administración Del Agua En El Organismo De Cuenca Lerma Santiago Pacífico,2016-01-15T00:00:00Z,0.0,0.0,1,5374.08,1961539.2,si,1,20.522333333333332,-103.44930555555555,20,31,20.4,N,103,26,57.5,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,ARROYO SIN NOMBRE,ARROYO SAN JUANATE,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES,PERMANENTE,,1,registro::08JAL155718/12ERDA15
descarga_aguas_residuales,Laboratorios Pisa S.A. De C.V.,JAL150885,Industrial,Organismo De Cuenca Lerma Santiago Pacifico,2016-01-15T00:00:00Z,0.0,0.0,2,0,0,si,2,20.48944611111111,-103.56611138888888,20,29,22.006,N,103,33,58.001,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,222,RIO,,,,,1,registro::JAL150885
descarga_aguas_residuales,Surfax  S.A. De C.V.,08JAL150190/12EMOC15,Servicios,Dirección General Del Organismo De Cuenca Lerma Santiago Pacífico,2015-11-19T00:00:00Z,0.0,0.0,1,0.5,182.5,si,1,20.46611111111111,-103.50055555555555,20,27,58.0,N,103,30,2.0,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,SUELO A TRAVES DE LECHO DE ABSORCION,INFILTRACION SUPERFICIAL,SANITARIOS,INTERMITENTE,,1,registro::08JAL150190/12EMOC15
descarga_aguas_residuales,Nueva Wal-mart De Mexico S. De R.L. De C.V.,JAL155530,Servicios,Organismo De Cuenca Lerma Santiago Pacifico,2015-05-26T00:00:00Z,0.0,0.0,1,0,0,si,1,20.586951944444444,-103.44230833333334,20,35,13.027,N,103,26,32.31,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,206,SUELO,,,,,1,registro::JAL155530
descarga_aguas_residuales,Barcel S.A. De C.V.,JAL155408,Industrial,Organismo De Cuenca Lerma Santiago Pacifico,2015-07-04T00:00:00Z,0.0,0.0,2,0,0,si,2,20.43680861111111,-103.3939725,20,26,12.511,N,103,23,38.301,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,206,RIO,,,,,1,registro::JAL155408
descarga_aguas_residuales,Comision Estatal Del Agua De Jalisco,08JAL155095/12HAOC15,Publico Urbano,Dirección General Del Organismo De Cuenca Lerma Santiago Pacífico,2015-06-03T00:00:00Z,1.766016E8,1.766016E8,3,387072,141281280,si,3,20.784722222222225,-103.32472222222222,20,47,5.0,N,103,19,29.0,W,JALISCO,ZAPOPAN,LERMA-SANTIAGO,0,RIO SANTIAGO,RIO SANTIAGO,EFLUENTE DE P.T.A.R. AGUA PRIETA,PERMANENTE,,1,registro::08JAL155095/12HAOC15
descarga_aguas_residuales,Sistema De Agua Potable  Alcantarillado Y Saneamiento Del Municipio De Tlajomulco De Zuñiga  Jalisco,08JAL155520/12HMOC14,Publico Urbano,Dirección General Del Organismo De Cuenca Lerma Santiago Pacífico,2015-12-02T00:00:00Z,0.0,0.0,3,6653,2428345,si,3,20.406,-103.31030555555556,20,24,21.6,N,103,18,37.1,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,LAGUNA DE CAJITITLAN,NO APLICA,"P.T.A.R. ""SAN MIGUEL CUYUTLAN""",PERMANENTE,,1,registro::08JAL155520/12HMOC14
descarga_aguas_residuales,Quimi-kao S.A. De C.V.,JAL131574,Industrial,Organismo De Cuenca Lerma Santiago Pacifico,2014-09-25T00:00:00Z,0.0,0.0,2,0,0,si,2,20.497778333333333,-103.22555555555556,20,29,52.002,N,103,13,32.0,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,206,RIO,,,,,1,registro::JAL131574
descarga_aguas_residuales,Municipio De Tlajomulco De Zuñiga  Jalisco,JAL155076,Servicios,Organismo De Cuenca Lerma Santiago Pacifico,2014-07-14T00:00:00Z,0.0,0.0,1,0,0,si,1,20.569030555555557,-103.48769472222223,20,34,8.51,N,103,29,15.701,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,206,RIO,,,,,1,registro::JAL155076
descarga_aguas_residuales,Jose Luis Ruiz Amador,JAL153414,Servicios,Organismo De Cuenca Lerma Santiago Pacifico,2014-06-27T00:00:00Z,0.0,0.0,1,0,0,si,1,20.538750555555556,-103.42772277777779,20,32,19.502,N,103,25,39.802,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,206,SUELO,,,,,1,registro::JAL153414
descarga_aguas_residuales,Viveica  S.A. De C.V,08JAL153942/12EMOC13,Servicios,Dirección General Del Organismo De Cuenca Lerma Santiago Pacífico,2014-01-23T00:00:00Z,0.0,0.0,1,245.4,89571,si,1,20.572277777777778,-103.47972222222222,20,34,20.2,N,103,28,47.0,W,JALISCO,TLAJOMULCO DE ZÚÑIGA,LERMA-SANTIAGO,0,INF. A SUELO COMO RIEGO DE AREAS VERDES,INFILTRACION SUPERFICIAL,SERVICIOS DEL FRACCIONAMIENTO,PERMANENTE,,1,registro::08JAL153942/12EMOC13
